Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A
11/08/00,Kocaelispor,Fenerbahce,0,4,A,0,2,A,,,,,,,,,,,,,,,,
12/08/00,Besiktas,Yozgatspor,3,0,H,1,0,H,,,,,,,,,,,,,,,,
12/08/00,Bursaspor,Gaziantepspor,3,3,D,1,1,D,,,,,,,,,,,,,,,,
12/08/00,Erzurumspor,Trabzonspor,1,3,A,0,0,D,,,,,,,,,,,,,,,,
12/08/00,Genclerbirligi,Rizespor,0,0,D,0,0,D,,,,,,,,,,,,,,,,
13/08/00,Denizlispor,Galatasaray,0,1,A,0,1,A,,,,,,,,,,,,,,,,
13/08/00,Istanbulspor,Adanaspor,1,6,A,1,3,A,,,,,,,,,,,,,,,,
13/08/00,Samsunspor,Ankaragucu,3,0,H,3,0,H,,,,,,,,,,,,,,,,
13/08/00,Siirt Jet-PA,Antalyaspor,1,2,A,1,0,H,,,,,,,,,,,,,,,,
18/08/00,Antalyaspor,Besiktas,1,2,A,0,0,D,,,,,,,,,,,,,,,,
19/08/00,Ankaragucu,Kocaelispor,1,0,H,1,0,H,,,,,,,,,,,,,,,,
19/08/00,Galatasaray,Erzurumspor,7,0,H,3,0,H,,,,,,,,,,,,,,,,
19/08/00,Siirt Jet-PA,Rizespor,2,3,A,2,1,H,,,,,,,,,,,,,,,,
19/08/00,Yozgatspor,Denizlispor,2,0,H,0,0,D,,,,,,,,,,,,,,,,
20/08/00,Fenerbahce,Istanbulspor,2,0,H,0,0,D,,,,,,,,,,,,,,,,
20/08/00,Gaziantepspor,Samsunspor,4,0,H,2,0,H,,,,,,,,,,,,,,,,
20/08/00,Genclerbirligi,Adanaspor,1,0,H,0,0,D,,,,,,,,,,,,,,,,
20/08/00,Trabzonspor,Bursaspor,2,1,H,1,0,H,,,,,,,,,,,,,,,,
25/08/00,Samsunspor,Trabzonspor,1,1,D,1,1,D,,,,,,,,,,,,,,,,
26/08/00,Denizlispor,Erzurumspor,3,1,H,3,0,H,,,,,,,,,,,,,,,,
26/08/00,Genclerbirligi,Fenerbahce,3,1,H,1,0,H,,,,,,,,,,,,,,,,
26/08/00,Siirt Jet-PA,Adanaspor,2,2,D,1,1,D,,,,,,,,,,,,,,,,
27/08/00,Besiktas,Rizespor,2,1,H,1,1,D,,,,,,,,,,,,,,,,
27/08/00,Istanbulspor,Ankaragucu,0,2,A,0,1,A,,,,,,,,,,,,,,,,
27/08/00,Kocaelispor,Gaziantepspor,1,2,A,1,2,A,,,,,,,,,,,,,,,,
27/08/00,Yozgatspor,Antalyaspor,0,0,D,0,0,D,,,,,,,,,,,,,,,,
06/09/00,Bursaspor,Galatasaray,0,2,A,0,1,A,,,,,,,,,,,,,,,,
08/09/00,Adanaspor,Besiktas,1,1,D,1,0,H,,,,,,,,,,,,,,,,
09/09/00,Ankaragucu,Genclerbirligi,2,3,A,0,1,A,,,,,,,,,,,,,,,,
09/09/00,Antalyaspor,Denizlispor,4,1,H,2,0,H,,,,,,,,,,,,,,,,
09/09/00,Galatasaray,Samsunspor,1,2,A,1,0,H,,,,,,,,,,,,,,,,
09/09/00,Trabzonspor,Kocaelispor,2,1,H,1,0,H,,,,,,,,,,,,,,,,
10/09/00,Erzurumspor,Bursaspor,5,0,H,2,0,H,,,,,,,,,,,,,,,,
10/09/00,Fenerbahce,Siirt Jet-PA,4,2,H,1,1,D,,,,,,,,,,,,,,,,
10/09/00,Gaziantepspor,Istanbulspor,0,0,D,0,0,D,,,,,,,,,,,,,,,,
10/09/00,Yozgatspor,Rizespor,0,0,D,0,0,D,,,,,,,,,,,,,,,,
15/09/00,Kocaelispor,Galatasaray,1,4,A,1,1,D,,,,,,,,,,,,,,,,
16/09/00,Besiktas,Fenerbahce,3,0,H,1,0,H,,,,,,,,,,,,,,,,
