Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A
11/08/23,Trabzonspor,Antalyaspor,1,0,H,1,0,H,,13,11,5,2,18,11,6,9,0,1,0,0,1.83,3.6,3.75
12/08/23,Kasimpasa,Ankaragucu,3,2,H,1,0,H,,15,9,5,3,8,15,3,5,1,0,0,0,2.2,3.5,2.88
12/08/23,Konyaspor,Istanbulspor,1,1,D,0,1,A,,15,4,2,2,13,10,10,2,3,5,1,2,1.73,3.75,4.2
12/08/23,Kayserispor,Galatasaray,0,0,D,0,0,D,,12,17,3,3,11,6,3,9,2,2,0,0,4.75,4,1.6
12/08/23,Pendikspor,Hatayspor,1,5,A,0,2,A,,6,15,4,9,10,18,4,2,0,1,0,0,2.15,3.5,3
13/08/23,Sivasspor,Samsunspor,1,1,D,1,0,H,,6,11,2,3,11,11,4,5,2,1,0,0,2.25,3.5,2.8
13/08/23,Ad. Demirspor,Rizespor,2,1,H,1,0,H,,9,13,6,4,15,14,4,5,6,6,0,0,1.55,4,5.25
13/08/23,Fenerbahce,Gaziantep,2,1,H,2,1,H,,21,4,5,1,13,12,3,1,0,6,0,1,1.3,5.25,8
14/08/23,Alanyaspor,Buyuksehyr,2,0,H,1,0,H,,11,8,4,3,15,14,4,5,5,4,0,1,2.7,3.5,2.38
14/08/23,Karagumruk,Besiktas,0,1,A,0,0,D,,2,9,0,6,13,14,4,4,4,1,0,0,4.33,4,1.65
18/08/23,Antalyaspor,Konyaspor,1,1,D,0,0,D,,14,7,3,3,14,12,5,5,2,2,0,0,2.15,3.4,3
18/08/23,Istanbulspor,Kayserispor,1,1,D,0,0,D,,7,9,3,4,11,11,4,6,1,0,0,0,2.5,3.4,2.6
19/08/23,Rizespor,Alanyaspor,0,0,D,0,0,D,,10,8,3,2,12,13,3,3,3,3,0,1,2.3,3.4,2.8
19/08/23,Galatasaray,Trabzonspor,2,0,H,1,0,H,,15,5,5,1,21,3,7,1,4,3,0,0,1.6,3.8,5.25
19/08/23,Hatayspor,Kasimpasa,0,0,D,0,0,D,,8,11,2,2,7,6,3,1,0,0,0,0,2.38,3.6,2.63
20/08/23,Buyuksehyr,Karagumruk,0,2,A,0,2,A,,15,9,5,2,11,14,5,4,3,4,0,0,1.62,4,5
20/08/23,Besiktas,Pendikspor,1,1,D,1,0,H,,15,11,6,1,11,9,6,4,4,2,0,0,1.25,5.5,10
20/08/23,Gaziantep,Sivasspor,1,3,A,0,2,A,,11,13,2,7,19,16,7,4,6,4,0,0,2.5,3.5,2.5
21/08/23,Ankaragucu,Ad. Demirspor,1,1,D,1,1,D,,18,12,5,4,9,10,3,4,1,1,0,0,2.6,3.6,2.45
21/08/23,Samsunspor,Fenerbahce,0,2,A,0,0,D,,5,13,1,6,11,10,2,5,1,1,0,0,5.25,4.2,1.55
25/08/23,Konyaspor,Gaziantep,2,0,H,0,0,D,,17,8,8,3,9,8,10,2,1,2,0,0,1.7,4,3.8
26/08/23,Kasimpasa,Pendikspor,1,1,D,0,1,A,,7,16,3,6,10,19,9,2,3,2,0,1,1.7,3.75,4.2
26/08/23,Trabzonspor,Rizespor,2,3,A,0,2,A,,20,12,7,7,10,17,9,2,1,2,0,0,1.45,4,5.75
26/08/23,Sivasspor,Antalyaspor,1,1,D,1,1,D,,6,8,2,4,11,15,3,4,3,3,0,0,2.25,3.3,2.9
27/08/23,Karagumruk,Ankaragucu,1,1,D,1,0,H,,6,7,2,5,15,12,3,5,1,1,0,0,2.15,3.5,2.88
27/08/23,Kayserispor,Samsunspor,2,1,H,2,1,H,,11,6,4,1,7,8,3,2,0,0,0,0,2.4,3.4,2.63
27/08/23,Alanyaspor,Hatayspor,0,0,D,0,0,D,,15,5,5,0,9,17,9,1,4,3,0,0,1.85,3.6,3.6
01/09/23,Kasimpasa,Trabzonspor,1,5,A,0,3,A,,19,7,6,6,10,16,9,3,3,3,0,0,2.75,3.6,2.25
01/09/23,Rizespor,Karagumruk,1,0,H,1,0,H,,13,17,4,3,12,17,1,6,3,2,0,0,2.05,3.5,3.1
