Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A
28/08/04,Ath Madrid,Malaga,2,0,H,1,0,H,,,,,,,,,,,,,,1.72,3.25,4.33
28/08/04,Espanol,La Coruna,1,1,D,1,0,H,,,,,,,,,,,,,,2.87,3.2,2.4
28/08/04,Numancia,Betis,1,1,D,1,1,D,,,,,,,,,,,,,,2.5,3.2,2.5
29/08/04,Mallorca,Real Madrid,0,1,A,0,0,D,,,,,,,,,,,,,,5,3.4,1.72
29/08/04,Osasuna,Ath Bilbao,1,1,D,1,1,D,,,,,,,,,,,,,,2.3,3.2,2.7
29/08/04,Santander,Barcelona,0,2,A,0,0,D,,,,,,,,,,,,,,5,3.4,1.72
29/08/04,Sevilla,Albacete,1,0,H,0,0,D,,,,,,,,,,,,,,1.66,3.4,4.5
29/08/04,Sociedad,Levante,1,1,D,0,1,A,,,,,,,,,,,,,,1.72,3.25,4.33
29/08/04,Zaragoza,Getafe,3,1,H,1,1,D,,,,,,,,,,,,,,1.72,3.25,4.33
30/08/04,Valencia,Villarreal,2,1,H,2,0,H,,,,,,,,,,,,,,1.61,3.4,5
11/09/04,Ath Bilbao,Valencia,2,2,D,2,0,H,,,,,,,,,,,,,,2.7,3.2,2.3
11/09/04,Barcelona,Sevilla,2,0,H,1,0,H,,,,,,,,,,,,,,1.444,4,7.5
11/09/04,Real Madrid,Numancia,1,0,H,1,0,H,,,,,,,,,,,,,,1.2,6,13
12/09/04,Albacete,Ath Madrid,0,2,A,0,0,D,,,,,,,,,,,,,,2.75,3.2,2.5
12/09/04,Betis,Espanol,1,4,A,0,2,A,,,,,,,,,,,,,,2,3.25,3.25
12/09/04,Getafe,Mallorca,1,2,A,0,1,A,,,,,,,,,,,,,,2.375,3.2,2.625
12/09/04,La Coruna,Osasuna,1,3,A,1,0,H,,,,,,,,,,,,,,1.444,3.75,6.5
12/09/04,Levante,Santander,3,1,H,0,1,A,,,,,,,,,,,,,,2.1,3.2,3.1
12/09/04,Malaga,Zaragoza,0,0,D,0,0,D,,,,,,,,,,,,,,2.1,3.25,3
12/09/04,Villarreal,Sociedad,0,0,D,0,0,D,,,,,,,,,,,,,,1.727,3.25,4.333
18/09/04,Espanol,Real Madrid,1,0,H,1,0,H,,,,,,,,,,,,,,3.75,3.2,2
18/09/04,Osasuna,Betis,3,2,H,0,1,A,,,,,,,,,,,,,,2,3.25,3.25
18/09/04,Valencia,Sociedad,3,1,H,1,0,H,,,,,,,,,,,,,,1.44,3.75,6.5
19/09/04,Ath Bilbao,La Coruna,1,2,A,0,0,D,,,,,,,,,,,,,,2.3,3.2,2.7
19/09/04,Ath Madrid,Barcelona,1,1,D,0,1,A,,,,,,,,,,,,,,2.75,3.25,2.25
19/09/04,Mallorca,Malaga,1,2,A,0,1,A,,,,,,,,,,,,,,1.9,3.25,3.5
19/09/04,Numancia,Getafe,1,0,H,1,0,H,,,,,,,,,,,,,,1.9,3.25,3.5
19/09/04,Santander,Villarreal,1,1,D,0,0,D,,,,,,,,,,,,,,2.3,3.2,2.7
19/09/04,Sevilla,Levante,3,0,H,1,0,H,,,,,,,,,,,,,,1.72,3.25,4.33
19/09/04,Zaragoza,Albacete,4,3,H,1,2,A,,,,,,,,,,,,,,1.72,3.25,4.33
21/09/04,Real Madrid,Osasuna,1,0,H,0,0,D,,,,,,,,,,,,,,1.44,3.75,6.5
22/09/04,Albacete,Mallorca,0,0,D,0,0,D,,,,,,,,,,,,,,2.25,3.2,2.8
22/09/04,Betis,Ath Bilbao,2,1,H,1,1,D,,,,,,,,,,,,,,2.3,3.2,2.7
22/09/04,Getafe,Espanol,1,0,H,1,0,H,,,,,,,,,,,,,,2.62,3.2,2.37
22/09/04,La Coruna,Valencia,1,5,A,0,4,A,,,,,,,,,,,,,,2.4,3.2,2.6
22/09/04,Levante,Ath Madrid,1,0,H,1,0,H,,,,,,,,,,,,,,2.62,3.2,2.37
22/09/04,Malaga,Numancia,4,1,H,3,0,H,,,,,,,,,,,,,,1.8,3.2,4
22/09/04,Sociedad,Santander,0,1,A,0,1,A,,,,,,,,,,,,,,1.8,3.2,4
22/09/04,Villarreal,Sevilla,0,0,D,0,0,D,,,,,,,,,,,,,,2.2,3.2,2.87
23/09/04,Barcelona,Zaragoza,4,1,H,1,1,D,,,,,,,,,,,,,,1.33,4,8.5
25/09/04,Ath Bilbao,Real Madrid,2,1,H,2,0,H,,,,,,,,,,,,,,3,3.25,2.3
25/09/04,Ath Madrid,Villarreal,1,0,H,1,0,H,,,,,,,,,,,,,,1.8,3.25,4
25/09/04,La Coruna,Betis,1,1,D,0,0,D,,,,,,,,,,,,,,1.66,3.4,4.5
26/09/04,Espanol,Malaga,1,0,H,0,0,D,,,,,,,,,,,,,,1.9,3.25,3.5
26/09/04,Mallorca,Barcelona,1,3,A,0,3,A,,,,,,,,,,,,,,4.33,3.25,1.72
26/09/04,Numancia,Albacete,0,0,D,0,0,D,,,,,,,,,,,,,,2,3.25,3.25
26/09/04,Osasuna,Getafe,2,1,H,2,1,H,,,,,,,,,,,,,,1.66,3.4,4.5
26/09/04,Sevilla,Sociedad,2,1,H,1,1,D,,,,,,,,,,,,,,1.8,3.25,4
