Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A
25/08/12,AEK,Asteras Tripolis,0,1,A,0,0,D,,,,,,,,,,,,,,2.63,3,2.88
25/08/12,Giannina,Platanias,0,0,D,0,0,D,,,,,,,,,,,,,,1.8,3.25,5
25/08/12,Levadeiakos,Panathinaikos,0,1,A,0,1,A,,,,,,,,,,,,,,4.2,3.1,2
26/08/12,Kerkyra,Atromitos,0,2,A,0,2,A,,,,,,,,,,,,,,3.5,3,2.25
26/08/12,OFI,Xanthi,0,0,D,0,0,D,,,,,,,,,,,,,,2.5,3,3
26/08/12,PAOK,Panthrakikos,1,0,H,0,0,D,,,,,,,,,,,,,,1.4,4.2,9
26/08/12,Veria,Olympiakos,1,2,A,1,2,A,,,,,,,,,,,,,,13,4.5,1.3
27/08/12,Panionios,Aris,1,0,H,1,0,H,,,,,,,,,,,,,,2.4,3,3.2
31/08/12,Panathinaikos,Giannina,1,1,D,1,1,D,,,,,,,,,,,,,,1.33,4.5,11
01/09/12,Platanias,Panthrakikos,2,0,H,2,0,H,,,,,,,,,,,,,,2.4,3,3.2
01/09/12,Veria,Panionios,0,1,A,0,0,D,,,,,,,,,,,,,,1.91,3.1,4.5
01/09/12,Xanthi,AEK,1,0,H,0,0,D,,,,,,,,,,,,,,1.91,3.1,4.5
02/09/12,Aris,OFI,0,0,D,0,0,D,,,,,,,,,,,,,,2.05,3.1,4
02/09/12,Asteras Tripolis,Kerkyra,3,0,H,0,0,D,,,,,,,,,,,,,,1.62,3.5,6
02/09/12,Olympiakos,Levadeiakos,4,0,H,2,0,H,,,,,,,,,,,,,,1.17,6.5,17
03/09/12,Atromitos,PAOK,1,0,H,0,0,D,,,,,,,,,,,,,,2.38,3.1,3.1
15/09/12,Giannina,Olympiakos,1,2,A,0,0,D,,,,,,,,,,,,,,8,4,1.44
15/09/12,Levadeiakos,Veria,0,0,D,0,0,D,,,,,,,,,,,,,,1.91,3.2,4.33
15/09/12,Panthrakikos,Panathinaikos,1,0,H,0,0,D,,,,,,,,,,,,,,6.5,3.4,1.62
16/09/12,AEK,Aris,1,1,D,0,0,D,,,,,,,,,,,,,,1.8,3.25,5
16/09/12,Kerkyra,Xanthi,1,1,D,0,0,D,,,,,,,,,,,,,,5,3.1,1.85
