Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A
19/08/17,Asteras Tripolis,Giannina,1,2,A,0,2,A,,14,9,9,4,,,3,4,1,3,0,0,1.7,3.4,5.5
19/08/17,Olympiakos,Larisa,4,1,H,1,0,H,,16,3,10,1,,,6,3,2,2,0,0,1.17,7,15
19/08/17,Xanthi,Lamia,0,0,D,0,0,D,,8,4,4,1,,,4,4,2,5,0,0,1.67,3.3,6
20/08/17,AEK,Panetolikos,2,0,H,1,0,H,,11,10,5,4,,,2,4,2,6,1,1,1.36,4.5,9
20/08/17,Kerkyra,Panionios,0,1,A,0,0,D,,4,10,1,4,,,7,9,4,2,0,0,3.75,3.1,2.1
20/08/17,Levadeiakos,PAOK,0,0,D,0,0,D,,8,17,1,6,,,3,6,4,2,0,0,6,4,1.53
20/08/17,Platanias,Panathinaikos,1,1,D,0,0,D,,7,5,6,2,,,3,2,4,1,0,0,4.2,3.1,2
21/08/17,Atromitos,Apollon,1,1,D,0,0,D,,19,6,7,4,,,7,3,4,2,0,0,1.75,3.25,5.25
26/08/17,Lamia,Olympiakos,0,1,A,0,1,A,,11,7,3,3,,,1,5,4,6,0,1,15,7,1.17
26/08/17,Panetolikos,Atromitos,2,2,D,0,1,A,,7,5,6,2,,,5,2,5,3,0,0,2.4,3,3.2
26/08/17,Platanias,Xanthi,0,2,A,0,2,A,,13,6,8,4,,,5,5,4,5,0,0,2.3,3,3.4
27/08/17,Giannina,AEK,0,0,D,0,0,D,,9,5,5,3,,,3,2,3,3,0,0,4,3.3,1.95
27/08/17,Panathinaikos,Levadeiakos,0,0,D,0,0,D,,11,13,6,5,,,4,2,4,2,1,0,1.17,7,15
27/08/17,Panionios,Apollon,2,0,H,1,0,H,,10,5,8,2,,,4,5,1,2,0,0,1.6,3.3,6.5
27/08/17,PAOK,Kerkyra,3,1,H,1,1,D,,24,5,12,3,,,9,0,2,1,0,0,1.07,8.5,21
28/08/17,Larisa,Asteras Tripolis,1,1,D,0,0,D,,9,9,3,5,,,5,3,1,5,0,0,2.9,3,2.6
09/09/17,Asteras Tripolis,Lamia,1,3,A,0,2,A,,18,6,9,5,,,7,3,5,1,0,0,1.55,3.3,8.5
09/09/17,Atromitos,Giannina,0,0,D,0,0,D,,18,8,8,3,,,6,2,2,3,0,0,2,3.1,4.2
09/09/17,Xanthi,Olympiakos,1,1,D,1,1,D,,13,10,6,3,,,5,7,6,2,0,0,9,4.2,1.4
10/09/17,AEK,Larisa,4,0,H,2,0,H,,20,1,11,0,,,4,0,1,2,0,1,1.2,6,15
10/09/17,Kerkyra,Panathinaikos,1,0,H,1,0,H,,4,7,2,2,,,3,6,2,3,0,0,7,3.5,1.57
10/09/17,Levadeiakos,Platanias,1,1,D,0,0,D,,15,7,5,4,,,1,5,1,4,0,0,2.25,3.1,3.3
10/09/17,Panionios,Panetolikos,1,1,D,0,0,D,,4,6,3,1,,,1,4,3,6,0,0,1.65,3.3,6.5
11/09/17,Apollon,PAOK,0,0,D,0,0,D,,12,13,7,6,,,5,5,4,5,1,0,10,4.33,1.36
16/09/17,Levadeiakos,Xanthi,1,0,H,1,0,H,,10,10,4,5,,,2,6,3,3,0,0,2.3,3,3.4
16/09/17,Olympiakos,Asteras Tripolis,1,1,D,0,0,D,,12,8,3,6,,,5,3,3,3,0,0,1.22,6,13
16/09/17,PAOK,Panetolikos,1,0,H,0,0,D,,11,5,8,1,,,4,4,1,2,0,0,1.17,6.5,19
17/09/17,Lamia,AEK,0,1,A,0,0,D,,5,19,2,12,,,2,7,4,4,0,0,15,5,1.25
17/09/17,Larisa,Atromitos,0,0,D,0,0,D,,6,7,2,5,,,7,3,3,4,0,0,3,3,2.5
17/09/17,Panathinaikos,Apollon,1,0,H,1,0,H,,12,6,6,2,,,3,4,2,3,0,0,1.25,5.5,12
