Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A
31/07/09,Standard,St Truiden,2,2,D,1,1,D,,,,,,,,,,,,,,1.22,6,13
01/08/09,Kortrijk,Anderlecht,0,2,A,0,1,A,,,,,,,,,,,,,,5.75,3.6,1.57
01/08/09,Lokeren,Waregem,1,1,D,1,0,H,,,,,,,,,,,,,,2.3,3.3,2.88
01/08/09,Mechelen,Westerlo,4,1,H,2,0,H,,,,,,,,,,,,,,2.3,3.3,2.8
01/08/09,Roeselare,Germinal,1,1,D,0,0,D,,,,,,,,,,,,,,2.9,3.3,2.25
02/08/09,Cercle Brugge,Gent,1,3,A,1,0,H,,,,,,,,,,,,,,2.88,3.3,2.25
02/08/09,Charleroi,Club Brugge,1,2,A,1,2,A,,,,,,,,,,,,,,2.5,3.25,2.6
07/08/09,Germinal,Standard,1,1,D,0,0,D,,,,,,,,,,,,,,3.6,3.3,2
08/08/09,Anderlecht,Cercle Brugge,3,2,H,2,1,H,,,,,,,,,,,,,,1.3,5,10
08/08/09,St Truiden,Charleroi,0,0,D,0,0,D,,,,,,,,,,,,,,2.1,3.3,3.5
08/08/09,Waregem,Genk,2,2,D,1,1,D,,,,,,,,,,,,,,2.2,3.3,3.25
08/08/09,Westerlo,Kortrijk,1,1,D,1,1,D,,,,,,,,,,,,,,1.75,3.5,4.75
09/08/09,Club Brugge,Lokeren,2,0,H,0,0,D,,,,,,,,,,,,,,1.5,3.6,7
09/08/09,Gent,Mechelen,2,1,H,0,0,D,,,,,,,,,,,,,,1.44,3.75,7.5
15/08/09,Anderlecht,Westerlo,3,0,H,2,0,H,,,,,,,,,,,,,,1.29,5.5,10
15/08/09,Cercle Brugge,Waregem,2,2,D,0,1,A,,,,,,,,,,,,,,2.4,3.4,2.8
15/08/09,Genk,Gent,1,1,D,1,0,H,,,,,,,,,,,,,,2.5,3.4,2.7
15/08/09,Lokeren,St Truiden,1,2,A,0,0,D,,,,,,,,,,,,,,1.83,3.5,4.33
15/08/09,Mechelen,Club Brugge,2,1,H,1,0,H,,,,,,,,,,,,,,2.9,3.3,2.4
15/08/09,Roeselare,Standard,1,5,A,1,3,A,,,,,,,,,,,,,,7,4,1.5
16/08/09,Charleroi,Germinal,1,0,H,0,0,D,,,,,,,,,,,,,,2.5,3.3,2.75
21/08/09,Standard,Charleroi,1,1,D,1,1,D,,,,,,,,,,,,,,1.25,5.5,12
22/08/09,Gent,Lokeren,4,1,H,1,0,H,,,,,,,,,,,,,,1.5,3.8,6.5
22/08/09,Germinal,Mechelen,1,3,A,1,2,A,,,,,,,,,,,,,,1.85,3.4,4
22/08/09,St Truiden,Roeselare,2,1,H,0,0,D,,,,,,,,,,,,,,1.83,3.4,4.2
22/08/09,Waregem,Anderlecht,0,2,A,0,1,A,,,,,,,,,,,,,,3.75,3.25,1.91
23/08/09,Club Brugge,Kortrijk,2,2,D,1,2,A,,,,,,,,,,,,,,1.33,4.5,8.5
23/08/09,Westerlo,Genk,0,1,A,0,0,D,,,,,,,,,,,,,,2.75,3.1,2.5
28/08/09,Westerlo,Waregem,1,2,A,0,0,D,,,,,,,,,,,,,,2.5,3.25,2.8
29/08/09,Kortrijk,Gent,1,0,H,0,0,D,,,,,,,,,,,,,,4.2,3.4,1.8
29/08/09,Mechelen,St Truiden,0,2,A,0,0,D,,,,,,,,,,,,,,1.91,3.25,3.75
29/08/09,Roeselare,Charleroi,1,3,A,1,3,A,,,,,,,,,,,,,,2.8,3.2,2.38
30/08/09,Anderlecht,Standard,1,1,D,1,1,D,,,,,,,,,,,,,,2.1,3.25,3.3
30/08/09,Cercle Brugge,Club Brugge,2,3,A,2,1,H,,,,,,,,,,,,,,3,3.25,2.25
30/08/09,Genk,Germinal,1,1,D,0,1,A,,,,,,,,,,,,,,1.75,3.5,4.33
12/09/09,Charleroi,Cercle Brugge,0,4,A,0,2,A,,,,,,,,,,,,,,1.91,3.5,4
12/09/09,Gent,Roeselare,5,1,H,1,0,H,,,,,,,,,,,,,,1.29,5.25,11
12/09/09,St Truiden,Anderlecht,2,1,H,2,0,H,,,,,,,,,,,,,,4.33,3.6,1.8
12/09/09,Standard,Mechelen,3,0,H,0,0,D,,,,,,,,,,,,,,1.36,4.75,8.5
12/09/09,Waregem,Kortrijk,0,2,A,0,1,A,,,,,,,,,,,,,,1.67,3.75,5
13/09/09,Club Brugge,Genk,1,1,D,1,1,D,,,,,,,,,,,,,,1.83,3.5,4.33
13/09/09,Germinal,Lokeren,2,1,H,1,1,D,,,,,,,,,,,,,,1.85,3.4,4.33
18/09/09,Genk,Charleroi,1,2,A,1,1,D,,,,,,,,,,,,,,1.7,3.6,5
19/09/09,Cercle Brugge,Germinal,1,2,A,0,1,A,,,,,,,,,,,,,,2.25,3.3,2.88
19/09/09,Kortrijk,St Truiden,0,1,A,0,1,A,,,,,,,,,,,,,,2.38,3.2,2.75
19/09/09,Lokeren,Standard,1,3,A,1,3,A,,,,,,,,,,,,,,5,3.4,1.67
19/09/09,Mechelen,Roeselare,3,2,H,3,1,H,,,,,,,,,,,,,,1.5,3.75,6
20/09/09,Anderlecht,Gent,1,1,D,1,1,D,,,,,,,,,,,,,,1.57,3.6,5.5
20/09/09,Westerlo,Club Brugge,1,4,A,1,2,A,,,,,,,,,,,,,,4,3.4,1.8
22/09/09,St Truiden,Genk,2,4,A,0,3,A,,,,,,,,,,,,,,2.4,3.4,2.8
23/09/09,Charleroi,Mechelen,1,2,A,0,0,D,,,,,,,,,,,,,,1.91,3.3,3.75
23/09/09,Club Brugge,Waregem,3,1,H,1,1,D,,,,,,,,,,,,,,1.5,3.8,6
23/09/09,Gent,Westerlo,1,2,A,0,0,D,,,,,,,,,,,,,,1.4,4,7.5
23/09/09,Germinal,Kortrijk,1,0,H,0,0,D,,,,,,,,,,,,,,1.8,3.4,4.2
23/09/09,Roeselare,Lokeren,1,2,A,0,0,D,,,,,,,,,,,,,,2.6,3.25,2.5
