Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A
18/08/06,Sparta,Vitesse,1,2,A,0,2,A,,,,,,,,,,,,,,2.37,3.2,2.62
19/08/06,AZ Alkmaar,NAC Breda,8,1,H,2,0,H,,,,,,,,,,,,,,1.28,4.5,8.5
19/08/06,Den Haag,Heerenveen,2,3,A,1,1,D,,,,,,,,,,,,,,2.75,3.25,2.25
19/08/06,Excelsior,Roda JC,0,1,A,0,1,A,,,,,,,,,,,,,,2.7,3.2,2.3
19/08/06,Willem II,Utrecht,2,1,H,1,1,D,,,,,,,,,,,,,,2.62,3.2,2.37
20/08/06,Ajax,Waalwijk,5,0,H,2,0,H,,,,,,,,,,,,,,1.22,5,10
20/08/06,Groningen,Feyenoord,3,0,H,0,0,D,,,,,,,,,,,,,,3,3.25,2.1
20/08/06,Heracles,Twente,3,0,H,1,0,H,,,,,,,,,,,,,,2.7,3.2,2.3
20/08/06,PSV Eindhoven,Nijmegen,3,1,H,2,0,H,,,,,,,,,,,,,,1.25,5,8.5
25/08/06,Roda JC,Den Haag,1,0,H,0,0,D,,,,,,,,,,,,,,1.61,3.4,5
26/08/06,Heerenveen,Willem II,5,0,H,4,0,H,,,,,,,,,,,,,,1.57,3.6,5
26/08/06,Utrecht,Sparta,2,2,D,2,1,H,,,,,,,,,,,,,,1.66,3.4,4.5
26/08/06,Vitesse,AZ Alkmaar,1,3,A,0,1,A,,,,,,,,,,,,,,3.5,3.25,1.9
26/08/06,Waalwijk,Excelsior,1,1,D,1,0,H,,,,,,,,,,,,,,1.8,3.3,3.8
27/08/06,Feyenoord,Heracles,0,0,D,0,0,D,,,,,,,,,,,,,,1.33,4.33,7.5
27/08/06,NAC Breda,Ajax,1,2,A,0,0,D,,,,,,,,,,,,,,5,3.75,1.53
27/08/06,Nijmegen,Groningen,1,1,D,1,1,D,,,,,,,,,,,,,,2.5,3.2,2.5
27/08/06,Twente,PSV Eindhoven,1,0,H,0,0,D,,,,,,,,,,,,,,5,3.4,1.61
08/09/06,Den Haag,NAC Breda,0,2,A,0,1,A,,,,,,,,,,,,,,2.1,3.25,3
08/09/06,Twente,Roda JC,2,2,D,1,2,A,,,,,,,,,,,,,,2.1,3.25,3
09/09/06,Excelsior,Heerenveen,3,1,H,1,1,D,,,,,,,,,,,,,,3.75,3.25,1.83
09/09/06,Willem II,PSV Eindhoven,1,3,A,1,3,A,,,,,,,,,,,,,,6.5,3.75,1.44
10/09/06,Ajax,Vitesse,3,0,H,2,0,H,,,,,,,,,,,,,,1.25,5,9
10/09/06,Groningen,Heracles,2,1,H,0,1,A,,,,,,,,,,,,,,1.53,3.5,5.5
10/09/06,Nijmegen,AZ Alkmaar,0,2,A,0,1,A,,,,,,,,,,,,,,4.5,3.4,1.66
10/09/06,Sparta,Feyenoord,1,4,A,1,2,A,,,,,,,,,,,,,,4.2,3.4,1.72
10/09/06,Utrecht,Waalwijk,5,0,H,5,0,H,,,,,,,,,,,,,,1.66,3.4,4.5
15/09/06,Waalwijk,Den Haag,1,0,H,0,0,D,,,,,,,,,,,,,,1.9,3.25,3.5
16/09/06,Excelsior,Willem II,3,2,H,3,1,H,,,,,,,,,,,,,,2,3.25,3.25
16/09/06,Heracles,Utrecht,3,0,H,2,0,H,,,,,,,,,,,,,,2.5,3.2,2.5
16/09/06,Vitesse,NAC Breda,0,1,A,0,0,D,,,,,,,,,,,,,,1.9,3.25,3.5
17/09/06,AZ Alkmaar,Twente,2,2,D,0,1,A,,,,,,,,,,,,,,1.28,4.5,8.5
17/09/06,Heerenveen,Nijmegen,3,0,H,1,0,H,,,,,,,,,,,,,,1.66,3.4,4.5
17/09/06,PSV Eindhoven,Feyenoord,2,1,H,2,1,H,,,,,,,,,,,,,,1.66,3.4,4.5
17/09/06,Roda JC,Ajax,2,0,H,1,0,H,,,,,,,,,,,,,,3.75,3.25,1.83
17/09/06,Sparta,Groningen,0,1,A,0,0,D,,,,,,,,,,,,,,2.62,3.2,2.37
22/09/06,NAC Breda,Willem II,0,0,D,0,0,D,,,,,,,,,,,,,,1.83,3.25,3.75
23/09/06,Den Haag,PSV Eindhoven,0,2,A,0,0,D,,,,,,,,,,,,,,7,4.33,1.33
23/09/06,Twente,Sparta,2,0,H,1,0,H,,,,,,,,,,,,,,1.57,3.6,5
23/09/06,Vitesse,Heracles,4,0,H,1,0,H,,,,,,,,,,,,,,1.83,3.25,3.75
24/09/06,Ajax,Nijmegen,2,0,H,0,0,D,,,,,,,,,,,,,,1.2,5.5,10
24/09/06,Feyenoord,Excelsior,1,0,H,1,0,H,,,,,,,,,,,,,,1.28,4.5,9
24/09/06,Groningen,Waalwijk,1,1,D,1,0,H,,,,,,,,,,,,,,1.5,3.75,5.5
24/09/06,Roda JC,AZ Alkmaar,0,2,A,0,0,D,,,,,,,,,,,,,,2.75,3.25,2.25
24/09/06,Utrecht,Heerenveen,1,0,H,0,0,D,,,,,,,,,,,,,,2.3,3.2,2.7
29/09/06,Nijmegen,Heracles,2,0,H,1,0,H,,,,,,,,,,,,,,1.9,3.25,3.5
30/09/06,Excelsior,Sparta,3,1,H,1,0,H,,,,,,,,,,,,,,2.05,3.25,3.1
30/09/06,Twente,Waalwijk,4,3,H,1,2,A,,,,,,,,,,,,,,1.65,3.25,5.25
30/09/06,Willem II,Roda JC,0,1,A,0,0,D,,,,,,,,,,,,,,2.7,3.2,2.37
01/10/06,AZ Alkmaar,Den Haag,2,2,D,1,2,A,,,,,,,,,,,,,,1.16,6,11
01/10/06,Feyenoord,NAC Breda,3,2,H,2,2,D,,,,,,,,,,,,,,1.3,4,10
01/10/06,Groningen,Vitesse,4,3,H,1,1,D,,,,,,,,,,,,,,1.8,3.4,3.8
