Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A
30/08/03,Reggina,Sampdoria,2,2,D,2,0,H,,,,,,,,,,,,,,2.25,3,3.1
31/08/03,Bologna,Parma,2,2,D,1,1,D,,,,,,,,,,,,,,2.3,3,3
31/08/03,Brescia,Chievo,1,1,D,0,1,A,,,,,,,,,,,,,,2.375,3,2.875
31/08/03,Inter,Modena,2,0,H,0,0,D,,,,,,,,,,,,,,1.25,5,10
31/08/03,Juventus,Empoli,5,1,H,1,0,H,,,,,,,,,,,,,,1.222,5,13
31/08/03,Lazio,Lecce,4,1,H,3,0,H,,,,,,,,,,,,,,1.333,4,10
31/08/03,Perugia,Siena,2,2,D,2,1,H,,,,,,,,,,,,,,1.667,3.2,5.5
31/08/03,Udinese,Roma,1,2,A,1,1,D,,,,,,,,,,,,,,2.6,3.2,2.5
01/09/03,Ancona,Milan,0,2,A,0,1,A,,,,,,,,,,,,,,5,3.1,1.727
13/09/03,Milan,Bologna,2,1,H,1,1,D,,,,,,,,,,,,,,1.33,4.33,8.5
13/09/03,Sampdoria,Lazio,1,2,A,0,1,A,,,,,,,,,,,,,,3.1,3,2.25
14/09/03,Chievo,Juventus,1,2,A,1,1,D,,,,,,,,,,,,,,4,3.25,1.83
14/09/03,Empoli,Reggina,1,1,D,1,1,D,,,,,,,,,,,,,,2,3,3.75
14/09/03,Lecce,Ancona,3,1,H,1,0,H,,,,,,,,,,,,,,1.8,3.2,4.33
14/09/03,Modena,Udinese,0,1,A,0,0,D,,,,,,,,,,,,,,2.4,3.1,2.75
14/09/03,Parma,Perugia,3,0,H,1,0,H,,,,,,,,,,,,,,1.66,3.4,5
14/09/03,Roma,Brescia,5,0,H,3,0,H,,,,,,,,,,,,,,1.4,3.75,8.5
14/09/03,Siena,Inter,0,1,A,0,1,A,,,,,,,,,,,,,,4.33,3.2,1.8
20/09/03,Ancona,Modena,1,1,D,0,0,D,,,,,,,,,,,,,,2.2,3,3.2
20/09/03,Siena,Empoli,4,0,H,2,0,H,,,,,,,,,,,,,,2.1,3,3.5
21/09/03,Bologna,Udinese,2,0,H,0,0,D,,,,,,,,,,,,,,2.1,3,3.5
21/09/03,Brescia,Reggina,4,4,D,1,2,A,,,,,,,,,,,,,,1.9,3.1,4
21/09/03,Inter,Sampdoria,0,0,D,0,0,D,,,,,,,,,,,,,,1.4,4,7.5
21/09/03,Juventus,Roma,2,2,D,2,1,H,,,,,,,,,,,,,,1.9,3.1,4
21/09/03,Lazio,Parma,2,3,A,1,1,D,,,,,,,,,,,,,,1.72,3.1,5
