Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A
22/08/08,Guimaraes,Setubal,1,1,D,1,0,H,,,,,,,,,,,,,,2.1,3.25,3.6
23/08/08,Pacos Ferreira,Sp Braga,0,2,A,0,0,D,,,,,,,,,,,,,,3.2,3.1,2.2
23/08/08,Sp Lisbon,Trofense,3,1,H,3,0,H,,,,,,,,,,,,,,1.25,5.5,15
24/08/08,Est Amadora,Academica,1,0,H,0,0,D,,,,,,,,,,,,,,2.15,3.2,3.2
24/08/08,Leixoes,Nacional,1,3,A,1,1,D,,,,,,,,,,,,,,2.4,3,3
24/08/08,Naval,Maritimo,1,0,H,1,0,H,,,,,,,,,,,,,,2.45,3.1,2.8
24/08/08,Porto,Belenenses,2,0,H,1,0,H,,,,,,,,,,,,,,1.29,4.5,15
24/08/08,Rio Ave,Benfica,1,1,D,0,0,D,,,,,,,,,,,,,,6,3.5,1.62
29/08/08,Belenenses,Pacos Ferreira,2,2,D,1,0,H,,,,,,,,,,,,,,1.73,3.5,5
30/08/08,Benfica,Porto,1,1,D,0,1,A,,,,,,,,,,,,,,2.5,3.2,2.8
31/08/08,Academica,Rio Ave,1,0,H,1,0,H,,,,,,,,,,,,,,1.91,3.2,3.75
31/08/08,Nacional,Naval,2,1,H,0,0,D,,,,,,,,,,,,,,1.8,3.3,4
31/08/08,Setubal,Est Amadora,1,0,H,1,0,H,,,,,,,,,,,,,,1.85,3.3,4.5
31/08/08,Trofense,Leixoes,1,2,A,0,1,A,,,,,,,,,,,,,,2.2,3.1,3.1
01/09/08,Maritimo,Guimaraes,0,1,A,0,1,A,,,,,,,,,,,,,,2.45,3.1,3
01/09/08,Sp Braga,Sp Lisbon,0,1,A,0,1,A,,,,,,,,,,,,,,3.25,3.25,2.2
20/09/08,Sp Lisbon,Belenenses,2,0,H,1,0,H,,,,,,,,,,,,,,1.33,4.2,9
21/09/08,Academica,Setubal,1,0,H,0,0,D,,,,,,,,,,,,,,2.3,3.1,3
21/09/08,Est Amadora,Maritimo,0,0,D,0,0,D,,,,,,,,,,,,,,2.4,3.1,2.88
21/09/08,Leixoes,Sp Braga,2,0,H,1,0,H,,,,,,,,,,,,,,3.5,3.25,2
21/09/08,Naval,Trofense,3,1,H,2,1,H,,,,,,,,,,,,,,1.91,3.25,3.75
21/09/08,Rio Ave,Porto,0,0,D,0,0,D,,,,,,,,,,,,,,5.75,3.75,1.53
22/09/08,Guimaraes,Nacional,0,2,A,0,1,A,,,,,,,,,,,,,,1.83,3.3,4
22/09/08,Pacos Ferreira,Benfica,3,4,A,1,3,A,,,,,,,,,,,,,,5.25,3.5,1.62
26/09/08,Porto,Pacos Ferreira,2,0,H,1,0,H,,,,,,,,,,,,,,1.17,6.5,23
27/09/08,Benfica,Sp Lisbon,2,0,H,0,0,D,,,,,,,,,,,,,,2.3,3.1,3.3
27/09/08,Setubal,Rio Ave,1,0,H,0,0,D,,,,,,,,,,,,,,1.73,3.4,4.5
27/09/08,Sp Braga,Naval,1,1,D,1,0,H,,,,,,,,,,,,,,1.53,3.6,6
28/09/08,Maritimo,Academica,2,0,H,1,0,H,,,,,,,,,,,,,,2,3.2,3.5
28/09/08,Nacional,Est Amadora,1,2,A,0,1,A,,,,,,,,,,,,,,1.75,3.3,4.5
28/09/08,Trofense,Guimaraes,1,3,A,0,2,A,,,,,,,,,,,,,,3.25,3.2,2.1
29/09/08,Belenenses,Leixoes,0,1,A,0,0,D,,,,,,,,,,,,,,2,3.3,3.4
04/10/08,Naval,Belenenses,1,1,D,0,0,D,,,,,,,,,,,,,,2.1,3.1,3.4
